# UCA Version: 3.1.1d6/3.2.0
# Generated:   2002-07-02,18:49:23 GMT [MD]
0009 0021;	0009
0196 0021;	0196
0269 0061;	0269
0269 0041;	0269
0196 0061;	0196
0196 0041;	0196
0269 00E1;	0269
0196 00E1;	0196
0269 0062;	0269
0196 0062;	0196
006A 0021;	006A
FF4A 0021;	FF4A
24A5 0021;	24A5
1D423 0021;	1D423
1D457 0021;	1D457
1D48B 0021;	1D48B
1D4BF 0021;	1D4BF
1D4F3 0021;	1D4F3
1D527 0021;	1D527
1D55B 0021;	1D55B
1D58F 0021;	1D58F
1D5C3 0021;	1D5C3
1D5F7 0021;	1D5F7
1D62B 0021;	1D62B
1D65F 0021;	1D65F
1D693 0021;	1D693
24D9 0021;	24D9
004A 0021;	004A
FF2A 0021;	FF2A
1D409 0021;	1D409
1D43D 0021;	1D43D
1D471 0021;	1D471
1D4A5 0021;	1D4A5
1D4D9 0021;	1D4D9
1D50D 0021;	1D50D
1D541 0021;	1D541
1D575 0021;	1D575
1D5A9 0021;	1D5A9
1D5DD 0021;	1D5DD
1D611 0021;	1D611
1D645 0021;	1D645
1D679 0021;	1D679
24BF 0021;	24BF
02B2 0021;	02B2
0135 0021;	0135
0134 0021;	0134
01F0 0021;	01F0
006A 0302 0334;	006A 0302
006A 0334 0302;	006A 0334
0135 0334;	0135
004A 0302 0334;	004A 0302
004A 0334 0302;	004A 0334
0134 0334;	0134
006A 030C 0334;	006A 030C
006A 0334 030C;	006A 0334
01F0 0334;	01F0
006A 0061;	006A
006A 0041;	006A
FF4A 0061;	FF4A
FF4A 0041;	FF4A
24A5 0061;	24A5
24A5 0041;	24A5
1D423 0061;	1D423
1D457 0061;	1D457
1D48B 0061;	1D48B
1D4BF 0061;	1D4BF
1D4F3 0061;	1D4F3
1D527 0061;	1D527
1D55B 0061;	1D55B
1D58F 0061;	1D58F
1D5C3 0061;	1D5C3
1D5F7 0061;	1D5F7
1D62B 0061;	1D62B
1D65F 0061;	1D65F
1D693 0061;	1D693
1D423 0041;	1D423
1D457 0041;	1D457
1D48B 0041;	1D48B
1D4BF 0041;	1D4BF
1D4F3 0041;	1D4F3
1D527 0041;	1D527
1D55B 0041;	1D55B
1D58F 0041;	1D58F
1D5C3 0041;	1D5C3
1D5F7 0041;	1D5F7
1D62B 0041;	1D62B
1D65F 0041;	1D65F
1D693 0041;	1D693
24D9 0061;	24D9
24D9 0041;	24D9
004A 0061;	004A
004A 0041;	004A
FF2A 0061;	FF2A
FF2A 0041;	FF2A
1D409 0061;	1D409
1D43D 0061;	1D43D
1D471 0061;	1D471
1D4A5 0061;	1D4A5
1D4D9 0061;	1D4D9
1D50D 0061;	1D50D
1D541 0061;	1D541
1D575 0061;	1D575
1D5A9 0061;	1D5A9
1D5DD 0061;	1D5DD
1D611 0061;	1D611
1D645 0061;	1D645
1D679 0061;	1D679
1D409 0041;	1D409
1D43D 0041;	1D43D
1D471 0041;	1D471
1D4A5 0041;	1D4A5
1D4D9 0041;	1D4D9
1D50D 0041;	1D50D
1D541 0041;	1D541
1D575 0041;	1D575
1D5A9 0041;	1D5A9
1D5DD 0041;	1D5DD
1D611 0041;	1D611
1D645 0041;	1D645
1D679 0041;	1D679
24BF 0061;	24BF
24BF 0041;	24BF
02B2 0061;	02B2
02B2 0041;	02B2
006A 00E1;	006A
FF4A 00E1;	FF4A
24A5 00E1;	24A5
1D423 00E1;	1D423
1D457 00E1;	1D457
1D48B 00E1;	1D48B
1D4BF 00E1;	1D4BF
1D4F3 00E1;	1D4F3
1D527 00E1;	1D527
1D55B 00E1;	1D55B
1D58F 00E1;	1D58F
1D5C3 00E1;	1D5C3
1D5F7 00E1;	1D5F7
1D62B 00E1;	1D62B
1D65F 00E1;	1D65F
1D693 00E1;	1D693
24D9 00E1;	24D9
004A 00E1;	004A
FF2A 00E1;	FF2A
1D409 00E1;	1D409
1D43D 00E1;	1D43D
1D471 00E1;	1D471
1D4A5 00E1;	1D4A5
1D4D9 00E1;	1D4D9
1D50D 00E1;	1D50D
1D541 00E1;	1D541
1D575 00E1;	1D575
1D5A9 00E1;	1D5A9
1D5DD 00E1;	1D5DD
1D611 00E1;	1D611
1D645 00E1;	1D645
1D679 00E1;	1D679
24BF 00E1;	24BF
02B2 00E1;	02B2
0135 0061;	0135
0135 0041;	0135
0134 0061;	0134
0134 0041;	0134
0135 00E1;	0135
0134 00E1;	0134
01F0 0061;	01F0
01F0 0041;	01F0
01F0 00E1;	01F0
006A 0062;	006A
FF4A 0062;	FF4A
24A5 0062;	24A5
1D423 0062;	1D423
1D457 0062;	1D457
1D48B 0062;	1D48B
1D4BF 0062;	1D4BF
1D4F3 0062;	1D4F3
1D527 0062;	1D527
1D55B 0062;	1D55B
1D58F 0062;	1D58F
1D5C3 0062;	1D5C3
1D5F7 0062;	1D5F7
1D62B 0062;	1D62B
1D65F 0062;	1D65F
1D693 0062;	1D693
24D9 0062;	24D9
004A 0062;	004A
FF2A 0062;	FF2A
1D409 0062;	1D409
1D43D 0062;	1D43D
1D471 0062;	1D471
1D4A5 0062;	1D4A5
1D4D9 0062;	1D4D9
1D50D 0062;	1D50D
1D541 0062;	1D541
1D575 0062;	1D575
1D5A9 0062;	1D5A9
1D5DD 0062;	1D5DD
1D611 0062;	1D611
1D645 0062;	1D645
1D679 0062;	1D679
24BF 0062;	24BF
02B2 0062;	02B2
0135 0062;	0135
0134 0062;	0134
01F0 0062;	01F0
029D 0021;	029D
029D 0061;	029D
029D 0041;	029D
029D 00E1;	029D
029D 0062;	029D
025F 0021;	025F
025F 0061;	025F
025F 0041;	025F
025F 00E1;	025F
025F 0062;	025F
0284 0021;	0284
0284 0061;	0284
0284 0041;	0284
0284 00E1;	0284
0284 0062;	0284
006B 0021;	006B
FF4B 0021;	FF4B
24A6 0021;	24A6
1D424 0021;	1D424
1D458 0021;	1D458
1D48C 0021;	1D48C
1D4C0 0021;	1D4C0
1D4F4 0021;	1D4F4
1D528 0021;	1D528
1D55C 0021;	1D55C
1D590 0021;	1D590
1D5C4 0021;	1D5C4
1D5F8 0021;	1D5F8
1D62C 0021;	1D62C
1D660 0021;	1D660
1D694 0021;	1D694
24DA 0021;	24DA
004B 0021;	004B
212A 0021;	212A
FF2B 0021;	FF2B
1D40A 0021;	1D40A
1D43E 0021;	1D43E
1D472 0021;	1D472
1D4A6 0021;	1D4A6
1D4DA 0021;	1D4DA
1D50E 0021;	1D50E
1D542 0021;	1D542
1D576 0021;	1D576
1D5AA 0021;	1D5AA
1D5DE 0021;	1D5DE
1D612 0021;	1D612
1D646 0021;	1D646
1D67A 0021;	1D67A
24C0 0021;	24C0
1E31 0021;	1E31
1E30 0021;	1E30
01E9 0021;	01E9
01E8 0021;	01E8
0137 0021;	0137
0136 0021;	0136
1E33 0021;	1E33
1E32 0021;	1E32
1E35 0021;	1E35
1E34 0021;	1E34
006B 0301 0334;	006B 0301
006B 0334 0301;	006B 0334
006B 0334 0341;	006B 0334
1E31 0334;	1E31
004B 0301 0334;	004B 0301
1E30 0334;	1E30
212A 0334 0341;	212A 0334
212A 0341 0334;	212A 0341
006B 030C 0334;	006B 030C
006B 0334 030C;	006B 0334
01E9 0334;	01E9
004B 030C 0334;	004B 030C
004B 0334 030C;	004B 0334
01E8 0334;	01E8
212A 0334 030C;	212A 0334
006B 0327 0334;	006B 0327
006B 0334 0327;	006B 0334
0137 0334;	0137
004B 0327 0334;	004B 0327
004B 0334 0327;	004B 0334
0136 0334;	0136
212A 0334 0327;	212A 0334
006B 0323 0334;	006B 0323
006B 0334 0323;	006B 0334
1E33 0334;	1E33
004B 0323 0334;	004B 0323
004B 0334 0323;	004B 0334
212A 0323 0334;	212A 0323
212A 0334 0323;	212A 0334
006B 0331 0334;	006B 0331
006B 0334 0331;	006B 0334
1E35 0334;	1E35
004B 0331 0334;	004B 0331
004B 0334 0331;	004B 0334
1E34 0334;	1E34
212A 0334 0331;	212A 0334
006B 0061;	006B
006B 0041;	006B
FF4B 0061;	FF4B
FF4B 0041;	FF4B
24A6 0061;	24A6
24A6 0041;	24A6
1D424 0061;	1D424
1D458 0061;	1D458
1D48C 0061;	1D48C
1D4C0 0061;	1D4C0
1D4F4 0061;	1D4F4
1D528 0061;	1D528
1D55C 0061;	1D55C
1D590 0061;	1D590
1D5C4 0061;	1D5C4
1D5F8 0061;	1D5F8
1D62C 0061;	1D62C
1D660 0061;	1D660
1D694 0061;	1D694
1D424 0041;	1D424
1D458 0041;	1D458
1D48C 0041;	1D48C
1D4C0 0041;	1D4C0
1D4F4 0041;	1D4F4
1D528 0041;	1D528
1D55C 0041;	1D55C
1D590 0041;	1D590
1D5C4 0041;	1D5C4
1D5F8 0041;	1D5F8
1D62C 0041;	1D62C
1D660 0041;	1D660
1D694 0041;	1D694
24DA 0061;	24DA
24DA 0041;	24DA
004B 0061;	004B
212A 0061;	212A
004B 0041;	004B
212A 0041;	212A
FF2B 0061;	FF2B
FF2B 0041;	FF2B
1D40A 0061;	1D40A
1D43E 0061;	1D43E
1D472 0061;	1D472
1D4A6 0061;	1D4A6
1D4DA 0061;	1D4DA
1D50E 0061;	1D50E
1D542 0061;	1D542
1D576 0061;	1D576
1D5AA 0061;	1D5AA
1D5DE 0061;	1D5DE
1D612 0061;	1D612
1D646 0061;	1D646
1D67A 0061;	1D67A
1D40A 0041;	1D40A
1D43E 0041;	1D43E
1D472 0041;	1D472
1D4A6 0041;	1D4A6
1D4DA 0041;	1D4DA
1D50E 0041;	1D50E
1D542 0041;	1D542
1D576 0041;	1D576
1D5AA 0041;	1D5AA
1D5DE 0041;	1D5DE
1D612 0041;	1D612
1D646 0041;	1D646
1D67A 0041;	1D67A
24C0 0061;	24C0
24C0 0041;	24C0
3384 0021;	3384
006B 00E1;	006B
FF4B 00E1;	FF4B
24A6 00E1;	24A6
1D424 00E1;	1D424
1D458 00E1;	1D458
1D48C 00E1;	1D48C
1D4C0 00E1;	1D4C0
1D4F4 00E1;	1D4F4
1D528 00E1;	1D528
1D55C 00E1;	1D55C
1D590 00E1;	1D590
1D5C4 00E1;	1D5C4
1D5F8 00E1;	1D5F8
1D62C 00E1;	1D62C
1D660 00E1;	1D660
1D694 00E1;	1D694
24DA 00E1;	24DA
004B 00E1;	004B
212A 00E1;	212A
FF2B 00E1;	FF2B
1D40A 00E1;	1D40A
1D43E 00E1;	1D43E
1D472 00E1;	1D472
1D4A6 00E1;	1D4A6
1D4DA 00E1;	1D4DA
1D50E 00E1;	1D50E
1D542 00E1;	1D542
1D576 00E1;	1D576
1D5AA 00E1;	1D5AA
1D5DE 00E1;	1D5DE
1D612 00E1;	1D612
1D646 00E1;	1D646
1D67A 00E1;	1D67A
24C0 00E1;	24C0
1E31 0061;	1E31
1E31 0041;	1E31
1E30 0061;	1E30
1E30 0041;	1E30
1E31 00E1;	1E31
1E30 00E1;	1E30
01E9 0061;	01E9
01E9 0041;	01E9
01E8 0061;	01E8
01E8 0041;	01E8
01E9 00E1;	01E9
01E8 00E1;	01E8
0137 0061;	0137
0137 0041;	0137
0136 0061;	0136
0136 0041;	0136
0137 00E1;	0137
0136 00E1;	0136
1E33 0061;	1E33
1E33 0041;	1E33
1E32 0061;	1E32
1E32 0041;	1E32
1E33 00E1;	1E33
1E32 00E1;	1E32
1E35 0061;	1E35
1E35 0041;	1E35
1E34 0061;	1E34
1E34 0041;	1E34
1E35 00E1;	1E35
1E34 00E1;	1E34
3384 0061;	3384
3384 0041;	3384
3384 00E1;	3384
3384 0062;	3384
006B 0062;	006B
FF4B 0062;	FF4B
24A6 0062;	24A6
1D424 0062;	1D424
1D458 0062;	1D458
1D48C 0062;	1D48C
1D4C0 0062;	1D4C0
1D4F4 0062;	1D4F4
1D528 0062;	1D528
1D55C 0062;	1D55C
1D590 0062;	1D590
1D5C4 0062;	1D5C4
1D5F8 0062;	1D5F8
1D62C 0062;	1D62C
1D660 0062;	1D660
1D694 0062;	1D694
24DA 0062;	24DA
004B 0062;	004B
212A 0062;	212A
FF2B 0062;	FF2B
1D40A 0062;	1D40A
1D43E 0062;	1D43E
1D472 0062;	1D472
1D4A6 0062;	1D4A6
1D4DA 0062;	1D4DA
1D50E 0062;	1D50E
1D542 0062;	1D542
1D576 0062;	1D576
1D5AA 0062;	1D5AA
1D5DE 0062;	1D5DE
1D612 0062;	1D612
1D646 0062;	1D646
1D67A 0062;	1D67A
24C0 0062;	24C0
3385 0021;	3385
1E31 0062;	1E31
1E30 0062;	1E30
01E9 0062;	01E9
01E8 0062;	01E8
0137 0062;	0137
0136 0062;	0136
1E33 0062;	1E33
1E32 0062;	1E32
1E35 0062;	1E35
1E34 0062;	1E34
3385 0061;	3385
3385 0041;	3385
3385 00E1;	3385
3385 0062;	3385
3389 0021;	3389
3389 0061;	3389
3389 0041;	3389
3389 00E1;	3389
3389 0062;	3389
338F 0021;	338F
338F 0061;	338F
338F 0041;	338F
338F 00E1;	338F
338F 0062;	338F
3391 0021;	3391
3391 0061;	3391
3391 0041;	3391
3391 00E1;	3391
3391 0062;	3391
33CD 0021;	33CD
33CD 0061;	33CD
33CD 0041;	33CD
33CD 00E1;	33CD
33CD 0062;	33CD
3398 0021;	3398
3398 0061;	3398
3398 0041;	3398
3398 00E1;	3398
3398 0062;	3398
339E 0021;	339E
33CE 0021;	33CE
33A2 0021;	33A2
33A2 0061;	33A2
33A2 0041;	33A2
33A2 00E1;	33A2
33A2 0062;	33A2
33A6 0021;	33A6
33A6 0061;	33A6
33A6 0041;	33A6
33A6 00E1;	33A6
33A6 0062;	33A6
339E 0061;	339E
339E 0041;	339E
33CE 0061;	33CE
33CE 0041;	33CE
339E 00E1;	339E
33CE 00E1;	33CE
339E 0062;	339E
33CE 0062;	33CE
33AA 0021;	33AA
33AA 0061;	33AA
33AA 0041;	33AA
33AA 00E1;	33AA
33AA 0062;	33AA
33CF 0021;	33CF
33CF 0061;	33CF
33CF 0041;	33CF
33CF 00E1;	33CF
33CF 0062;	33CF
33B8 0021;	33B8
33B8 0061;	33B8
33B8 0041;	33B8
33B8 00E1;	33B8
33B8 0062;	33B8
33BE 0021;	33BE
33BE 0061;	33BE
33BE 0041;	33BE
33BE 00E1;	33BE
33BE 0062;	33BE
33C0 0021;	33C0
33C0 0061;	33C0
33C0 0041;	33C0
33C0 00E1;	33C0
33C0 0062;	33C0
0199 0021;	0199
0198 0021;	0198
0199 0061;	0199
0199 0041;	0199
0198 0061;	0198
0198 0041;	0198
0199 00E1;	0199
0198 00E1;	0198
0199 0062;	0199
0198 0062;	0198
029E 0021;	029E
029E 0061;	029E
029E 0041;	029E
029E 00E1;	029E
029E 0062;	029E
006C 0021;	006C
FF4C 0021;	FF4C
24A7 0021;	24A7
217C 0021;	217C
0140 0021;	0140
2113 0021;	2113
1D425 0021;	1D425
1D459 0021;	1D459
1D48D 0021;	1D48D
1D4F5 0021;	1D4F5
1D529 0021;	1D529
1D55D 0021;	1D55D
1D591 0021;	1D591
1D5C5 0021;	1D5C5
1D5F9 0021;	1D5F9
1D62D 0021;	1D62D
1D661 0021;	1D661
1D695 0021;	1D695
24DB 0021;	24DB
004C 0021;	004C
FF2C 0021;	FF2C
216C 0021;	216C
013F 0021;	013F
2112 0021;	2112
1D40B 0021;	1D40B
1D43F 0021;	1D43F
1D473 0021;	1D473
1D4DB 0021;	1D4DB
1D50F 0021;	1D50F
1D543 0021;	1D543
1D577 0021;	1D577
1D5AB 0021;	1D5AB
1D5DF 0021;	1D5DF
1D613 0021;	1D613
1D647 0021;	1D647
1D67B 0021;	1D67B
24C1 0021;	24C1
02E1 0021;	02E1
013A 0021;	013A
0139 0021;	0139
013E 0021;	013E
013D 0021;	013D
013C 0021;	013C
013B 0021;	013B
1E37 0021;	1E37
1E36 0021;	1E36
1E39 0021;	1E39
1E38 0021;	1E38
1E3D 0021;	1E3D
1E3C 0021;	1E3C
1E3B 0021;	1E3B
1E3A 0021;	1E3A
006C 0334 0301;	006C 0334
006C 0334 0341;	006C 0334
006C 0341 0334;	006C 0341
013A 0334;	013A
004C 0301 0334;	004C 0301
004C 0334 0301;	004C 0334
004C 0341 0334;	004C 0341
0139 0334;	0139
006C 030C 0334;	006C 030C
006C 0334 030C;	006C 0334
013E 0334;	013E
004C 030C 0334;	004C 030C
004C 0334 030C;	004C 0334
013D 0334;	013D
006C 0327 0334;	006C 0327
006C 0334 0327;	006C 0334
013C 0334;	013C
004C 0327 0334;	004C 0327
004C 0334 0327;	004C 0334
013B 0334;	013B
006C 0323 0334;	006C 0323
006C 0334 0323;	006C 0334
1E37 0334;	1E37
004C 0323 0334;	004C 0323
004C 0334 0323;	004C 0334
1E36 0334;	1E36
006C 0323 0304 0334;	006C 0323 0304
006C 0334 0323 0304;	006C 0334 0323
1E37 0304 0334;	1E37 0304
1E39 0334;	1E39
004C 0304 0323 0334;	004C 0304 0323
1E36 0304 0334;	1E36 0304
1E36 0334 0304;	1E36 0334
1E38 0334;	1E38
006C 032D 0334;	006C 032D
006C 0334 032D;	006C 0334
1E3D 0334;	1E3D
004C 032D 0334;	004C 032D
004C 0334 032D;	004C 0334
1E3C 0334;	1E3C
006C 0331 0334;	006C 0331
006C 0334 0331;	006C 0334
1E3B 0334;	1E3B
004C 0331 0334;	004C 0331
004C 0334 0331;	004C 0334
1E3A 0334;	1E3A
006C 0061;	006C
006C 0041;	006C
FF4C 0061;	FF4C
FF4C 0041;	FF4C
24A7 0061;	24A7
0140 0061;	0140
217C 0061;	217C
24A7 0041;	24A7
0140 0041;	0140
217C 0041;	217C
2113 0061;	2113
1D425 0061;	1D425
1D459 0061;	1D459
1D48D 0061;	1D48D
1D4F5 0061;	1D4F5
1D529 0061;	1D529
1D55D 0061;	1D55D
1D591 0061;	1D591
1D5C5 0061;	1D5C5
1D5F9 0061;	1D5F9
1D62D 0061;	1D62D
1D661 0061;	1D661
1D695 0061;	1D695
2113 0041;	2113
1D425 0041;	1D425
1D459 0041;	1D459
1D48D 0041;	1D48D
1D4F5 0041;	1D4F5
1D529 0041;	1D529
1D55D 0041;	1D55D
1D591 0041;	1D591
1D5C5 0041;	1D5C5
1D5F9 0041;	1D5F9
1D62D 0041;	1D62D
1D661 0041;	1D661
1D695 0041;	1D695
24DB 0061;	24DB
24DB 0041;	24DB
004C 0061;	004C
004C 0041;	004C
FF2C 0061;	FF2C
FF2C 0041;	FF2C
013F 0061;	013F
216C 0061;	216C
013F 0041;	013F
216C 0041;	216C
2112 0061;	2112
1D40B 0061;	1D40B
1D43F 0061;	1D43F
1D473 0061;	1D473
1D4DB 0061;	1D4DB
1D50F 0061;	1D50F
1D543 0061;	1D543
1D577 0061;	1D577
1D5AB 0061;	1D5AB
1D5DF 0061;	1D5DF
1D613 0061;	1D613
1D647 0061;	1D647
1D67B 0061;	1D67B
2112 0041;	2112
1D40B 0041;	1D40B
1D43F 0041;	1D43F
1D473 0041;	1D473
1D4DB 0041;	1D4DB
1D50F 0041;	1D50F
1D543 0041;	1D543
1D577 0041;	1D577
1D5AB 0041;	1D5AB
1D5DF 0041;	1D5DF
1D613 0041;	1D613
1D647 0041;	1D647
1D67B 0041;	1D67B
24C1 0061;	24C1
24C1 0041;	24C1
02E1 0061;	02E1
02E1 0041;	02E1
006C 00E1;	006C
FF4C 00E1;	FF4C
24A7 00E1;	24A7
0140 00E1;	0140
217C 00E1;	217C
2113 00E1;	2113
1D425 00E1;	1D425
1D459 00E1;	1D459
1D48D 00E1;	1D48D
1D4F5 00E1;	1D4F5
1D529 00E1;	1D529
1D55D 00E1;	1D55D
1D591 00E1;	1D591
1D5C5 00E1;	1D5C5
1D5F9 00E1;	1D5F9
1D62D 00E1;	1D62D
1D661 00E1;	1D661
1D695 00E1;	1D695
24DB 00E1;	24DB
004C 00E1;	004C
FF2C 00E1;	FF2C
013F 00E1;	013F
216C 00E1;	216C
2112 00E1;	2112
1D40B 00E1;	1D40B
1D43F 00E1;	1D43F
1D473 00E1;	1D473
1D4DB 00E1;	1D4DB
1D50F 00E1;	1D50F
1D543 00E1;	1D543
1D577 00E1;	1D577
1D5AB 00E1;	1D5AB
1D5DF 00E1;	1D5DF
1D613 00E1;	1D613
1D647 00E1;	1D647
1D67B 00E1;	1D67B
24C1 00E1;	24C1
02E1 00E1;	02E1
013A 0061;	013A
013A 0041;	013A
0139 0061;	0139
0139 0041;	0139
013A 00E1;	013A
0139 00E1;	0139
013E 0061;	013E
013E 0041;	013E
013D 0061;	013D
013D 0041;	013D
013E 00E1;	013E
013D 00E1;	013D
013C 0061;	013C
013C 0041;	013C
013B 0061;	013B
013B 0041;	013B
013C 00E1;	013C
013B 00E1;	013B
1E37 0061;	1E37
1E37 0041;	1E37
1E36 0061;	1E36
1E36 0041;	1E36
1E37 00E1;	1E37
1E36 00E1;	1E36
1E39 0061;	1E39
1E39 0041;	1E39
1E38 0061;	1E38
1E38 0041;	1E38
1E39 00E1;	1E39
1E38 00E1;	1E38
1E3D 0061;	1E3D
1E3D 0041;	1E3D
1E3C 0061;	1E3C
1E3C 0041;	1E3C
1E3D 00E1;	1E3D
1E3C 00E1;	1E3C
1E3B 0061;	1E3B
1E3B 0041;	1E3B
1E3A 0061;	1E3A
1E3A 0041;	1E3A
1E3B 00E1;	1E3B
1E3A 00E1;	1E3A
006C 0062;	006C
FF4C 0062;	FF4C
24A7 0062;	24A7
0140 0062;	0140
217C 0062;	217C
2113 0062;	2113
1D425 0062;	1D425
1D459 0062;	1D459
1D48D 0062;	1D48D
1D4F5 0062;	1D4F5
1D529 0062;	1D529
1D55D 0062;	1D55D
1D591 0062;	1D591
1D5C5 0062;	1D5C5
1D5F9 0062;	1D5F9
1D62D 0062;	1D62D
1D661 0062;	1D661
1D695 0062;	1D695
24DB 0062;	24DB
004C 0062;	004C
FF2C 0062;	FF2C
013F 0062;	013F
216C 0062;	216C
2112 0062;	2112
1D40B 0062;	1D40B
1D43F 0062;	1D43F
1D473 0062;	1D473
1D4DB 0062;	1D4DB
1D50F 0062;	1D50F
1D543 0062;	1D543
1D577 0062;	1D577
1D5AB 0062;	1D5AB
1D5DF 0062;	1D5DF
1D613 0062;	1D613
1D647 0062;	1D647
1D67B 0062;	1D67B
24C1 0062;	24C1
02E1 0062;	02E1
013A 0062;	013A
0139 0062;	0139
013E 0062;	013E
013D 0062;	013D
013C 0062;	013C
013B 0062;	013B
1E37 0062;	1E37
1E36 0062;	1E36
1E39 0062;	1E39
1E38 0062;	1E38
1E3D 0062;	1E3D
1E3C 0062;	1E3C
1E3B 0062;	1E3B
1E3A 0062;	1E3A
01C9 0021;	01C9
01C8 0021;	01C8
01C7 0021;	01C7
01C9 0061;	01C9
01C9 0041;	01C9
01C8 0061;	01C8
01C8 0041;	01C8
01C7 0061;	01C7
01C7 0041;	01C7
01C9 00E1;	01C9
01C8 00E1;	01C8
01C7 00E1;	01C7
01C9 0062;	01C9
01C8 0062;	01C8
01C7 0062;	01C7
33D0 0021;	33D0
33D0 0061;	33D0
33D0 0041;	33D0
33D0 00E1;	33D0
33D0 0062;	33D0
33D1 0021;	33D1
33D1 0061;	33D1
33D1 0041;	33D1
33D1 00E1;	33D1
33D1 0062;	33D1
33D2 0021;	33D2
33D2 0061;	33D2
33D2 0041;	33D2
33D2 00E1;	33D2
33D2 0062;	33D2
02AA 0021;	02AA
02AA 0061;	02AA
02AA 0041;	02AA
02AA 00E1;	02AA
02AA 0062;	02AA
33D3 0021;	33D3
33D3 0061;	33D3
33D3 0041;	33D3
33D3 00E1;	33D3
33D3 0062;	33D3
02AB 0021;	02AB
02AB 0061;	02AB
02AB 0041;	02AB
02AB 00E1;	02AB
02AB 0062;	02AB
029F 0021;	029F
029F 0061;	029F
029F 0041;	029F
029F 00E1;	029F
029F 0062;	029F
0142 0021;	0142
0141 0021;	0141
0142 0061;	0142
0142 0041;	0142
0141 0061;	0141
0141 0041;	0141
0142 00E1;	0142
0141 00E1;	0141
0142 0062;	0142
0141 0062;	0141
019A 0021;	019A
019A 0061;	019A
019A 0041;	019A
019A 00E1;	019A
019A 0062;	019A
026B 0021;	026B
026B 0061;	026B
026B 0041;	026B
026B 00E1;	026B
026B 0062;	026B
026C 0021;	026C
026C 0061;	026C
026C 0041;	026C
026C 00E1;	026C
026C 0062;	026C
026D 0021;	026D
026D 0061;	026D
026D 0041;	026D
026D 00E1;	026D
026D 0062;	026D
026E 0021;	026E
026E 0061;	026E
026E 0041;	026E
026E 00E1;	026E
026E 0062;	026E
019B 0021;	019B
019B 0061;	019B
019B 0041;	019B
019B 00E1;	019B
019B 0062;	019B
028E 0021;	028E
028E 0061;	028E
028E 0041;	028E
028E 00E1;	028E
028E 0062;	028E
006D 0021;	006D
FF4D 0021;	FF4D
24A8 0021;	24A8
217F 0021;	217F
1D426 0021;	1D426
1D45A 0021;	1D45A
1D48E 0021;	1D48E
1D4C2 0021;	1D4C2
1D4F6 0021;	1D4F6
1D52A 0021;	1D52A
1D55E 0021;	1D55E
1D592 0021;	1D592
1D5C6 0021;	1D5C6
1D5FA 0021;	1D5FA
1D62E 0021;	1D62E
1D662 0021;	1D662
1D696 0021;	1D696
24DC 0021;	24DC
004D 0021;	004D
FF2D 0021;	FF2D
216F 0021;	216F
2133 0021;	2133
1D40C 0021;	1D40C
1D440 0021;	1D440
1D474 0021;	1D474
1D4DC 0021;	1D4DC
1D510 0021;	1D510
1D544 0021;	1D544
1D578 0021;	1D578
1D5AC 0021;	1D5AC
1D5E0 0021;	1D5E0
1D614 0021;	1D614
1D648 0021;	1D648
1D67C 0021;	1D67C
24C2 0021;	24C2
1E3F 0021;	1E3F
1E3E 0021;	1E3E
1E41 0021;	1E41
1E40 0021;	1E40
1E43 0021;	1E43
1E42 0021;	1E42
006D 0301 0334;	006D 0301
006D 0334 0301;	006D 0334
006D 0341 0334;	006D 0341
1E3F 0334;	1E3F
004D 0301 0334;	004D 0301
004D 0334 0301;	004D 0334
004D 0334 0341;	004D 0334
1E3E 0334;	1E3E
006D 0307 0334;	006D 0307
006D 0334 0307;	006D 0334
1E41 0334;	1E41
004D 0307 0334;	004D 0307
004D 0334 0307;	004D 0334
1E40 0334;	1E40
006D 0323 0334;	006D 0323
006D 0334 0323;	006D 0334
1E43 0334;	1E43
004D 0323 0334;	004D 0323
004D 0334 0323;	004D 0334
1E42 0334;	1E42
33A1 0021;	33A1
33A1 0061;	33A1
33A1 0041;	33A1
33A1 00E1;	33A1
33A1 0062;	33A1
33A5 0021;	33A5
33A5 0061;	33A5
33A5 0041;	33A5
33A5 00E1;	33A5
33A5 0062;	33A5
006D 0061;	006D
006D 0041;	006D
FF4D 0061;	FF4D
FF4D 0041;	FF4D
24A8 0061;	24A8
217F 0061;	217F
24A8 0041;	24A8
217F 0041;	217F
1D426 0061;	1D426
1D45A 0061;	1D45A
1D48E 0061;	1D48E
1D4C2 0061;	1D4C2
1D4F6 0061;	1D4F6
1D52A 0061;	1D52A
1D55E 0061;	1D55E
1D592 0061;	1D592
1D5C6 0061;	1D5C6
1D5FA 0061;	1D5FA
1D62E 0061;	1D62E
1D662 0061;	1D662
1D696 0061;	1D696
1D426 0041;	1D426
1D45A 0041;	1D45A
1D48E 0041;	1D48E
1D4C2 0041;	1D4C2
1D4F6 0041;	1D4F6
1D52A 0041;	1D52A
1D55E 0041;	1D55E
1D592 0041;	1D592
1D5C6 0041;	1D5C6
1D5FA 0041;	1D5FA
1D62E 0041;	1D62E
1D662 0041;	1D662
1D696 0041;	1D696
24DC 0061;	24DC
24DC 0041;	24DC
004D 0061;	004D
004D 0041;	004D
FF2D 0061;	FF2D
FF2D 0041;	FF2D
216F 0061;	216F
216F 0041;	216F
2133 0061;	2133
1D40C 0061;	1D40C
1D440 0061;	1D440
1D474 0061;	1D474
1D4DC 0061;	1D4DC
1D510 0061;	1D510
