# Original file:
# IdnaMappingTable-5.2.0.txt- DRAFT
# Date: 2010-03-31 20:48:03 GMT [MD]
#
# Unicode IDNA Compatible Preprocessing (UTS #46)
# Copyright (c) 1991-2009 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr46/

# ================================================
# This file has been reformatted into syntax for the
# gennorm2 Normalizer2 data generator tool.
# Reformatting via regular expressions:
#   s/; disallowed   />FFFD/
#   s/; ignored      />/
#   s/^([^;]+)  ; valid/# \1valid/
#   s/; mapped     ; />/
#   s/^([^;]+)  ; deviation/# \1deviation/
#   s/   +(\#  [^\#]+)$/  \1/
#
# Except: Disallowed ASCII characters are passed through;
# they are handled in code.
# Deviation characters are also handled in code.
#
# A circular mapping FFFD>FFFD is avoided by rewriting the line that contains
# ..FFFD to contain ..FFFC instead.
#
# Use this file as the second gennorm2 input file after nfc.txt.
# ================================================

# 0000..002C (allow ASCII)  #  <control-0000>..COMMA
# 002D..002E  valid  #  HYPHEN-MINUS..FULL STOP
# 002F       (allow ASCII)  #  SOLIDUS
# 0030..0039  valid  #  DIGIT ZERO..DIGIT NINE
# 003A..0040 (allow ASCII)  #  COLON..COMMERCIAL AT
2CA8          >2CA9  #  COPTIC CAPITAL LETTER UA
# 2CA9        valid  #  COPTIC SMALL LETTER UA
2CAA          >2CAB  #  COPTIC CAPITAL LETTER FI
# 2CAB        valid  #  COPTIC SMALL LETTER FI
2CAC          >2CAD  #  COPTIC CAPITAL LETTER KHI
# 2CAD        valid  #  COPTIC SMALL LETTER KHI
2CAE          >2CAF  #  COPTIC CAPITAL LETTER PSI
# 2CAF        valid  #  COPTIC SMALL LETTER PSI
2CB0          >2CB1  #  COPTIC CAPITAL LETTER OOU
# 2CB1        valid  #  COPTIC SMALL LETTER OOU
2CB2          >2CB3  #  COPTIC CAPITAL LETTER DIALECT-P ALEF
# 2CB3        valid  #  COPTIC SMALL LETTER DIALECT-P ALEF
2CB4          >2CB5  #  COPTIC CAPITAL LETTER OLD COPTIC AIN
# 2CB5        valid  #  COPTIC SMALL LETTER OLD COPTIC AIN
2CB6          >2CB7  #  COPTIC CAPITAL LETTER CRYPTOGRAMMIC EIE
# 2CB7        valid  #  COPTIC SMALL LETTER CRYPTOGRAMMIC EIE
2CB8          >2CB9  #  COPTIC CAPITAL LETTER DIALECT-P KAPA
# 2CB9        valid  #  COPTIC SMALL LETTER DIALECT-P KAPA
2CBA          >2CBB  #  COPTIC CAPITAL LETTER DIALECT-P NI
# 2CBB        valid  #  COPTIC SMALL LETTER DIALECT-P NI
2CBC          >2CBD  #  COPTIC CAPITAL LETTER CRYPTOGRAMMIC NI
# 2CBD        valid  #  COPTIC SMALL LETTER CRYPTOGRAMMIC NI
2CBE          >2CBF  #  COPTIC CAPITAL LETTER OLD COPTIC OOU
# 2CBF        valid  #  COPTIC SMALL LETTER OLD COPTIC OOU
2CC0          >2CC1  #  COPTIC CAPITAL LETTER SAMPI
# 2CC1        valid  #  COPTIC SMALL LETTER SAMPI
2CC2          >2CC3  #  COPTIC CAPITAL LETTER CROSSED SHEI
# 2CC3        valid  #  COPTIC SMALL LETTER CROSSED SHEI
2CC4          >2CC5  #  COPTIC CAPITAL LETTER OLD COPTIC SHEI
# 2CC5        valid  #  COPTIC SMALL LETTER OLD COPTIC SHEI
2CC6          >2CC7  #  COPTIC CAPITAL LETTER OLD COPTIC ESH
# 2CC7        valid  #  COPTIC SMALL LETTER OLD COPTIC ESH
2CC8          >2CC9  #  COPTIC CAPITAL LETTER AKHMIMIC KHEI
# 2CC9        valid  #  COPTIC SMALL LETTER AKHMIMIC KHEI
2CCA          >2CCB  #  COPTIC CAPITAL LETTER DIALECT-P HORI
# 2CCB        valid  #  COPTIC SMALL LETTER DIALECT-P HORI
2CCC          >2CCD  #  COPTIC CAPITAL LETTER OLD COPTIC HORI
# 2CCD        valid  #  COPTIC SMALL LETTER OLD COPTIC HORI
2CCE          >2CCF  #  COPTIC CAPITAL LETTER OLD COPTIC HA
# 2CCF        valid  #  COPTIC SMALL LETTER OLD COPTIC HA
2CD0          >2CD1  #  COPTIC CAPITAL LETTER L-SHAPED HA
# 2CD1        valid  #  COPTIC SMALL LETTER L-SHAPED HA
2CD2          >2CD3  #  COPTIC CAPITAL LETTER OLD COPTIC HEI
# 2CD3        valid  #  COPTIC SMALL LETTER OLD COPTIC HEI
2CD4          >2CD5  #  COPTIC CAPITAL LETTER OLD COPTIC HAT
# 2CD5        valid  #  COPTIC SMALL LETTER OLD COPTIC HAT
2CD6          >2CD7  #  COPTIC CAPITAL LETTER OLD COPTIC GANGIA
# 2CD7        valid  #  COPTIC SMALL LETTER OLD COPTIC GANGIA
2CD8          >2CD9  #  COPTIC CAPITAL LETTER OLD COPTIC DJA
# 2CD9        valid  #  COPTIC SMALL LETTER OLD COPTIC DJA
2CDA          >2CDB  #  COPTIC CAPITAL LETTER OLD COPTIC SHIMA
# 2CDB        valid  #  COPTIC SMALL LETTER OLD COPTIC SHIMA
2CDC          >2CDD  #  COPTIC CAPITAL LETTER OLD NUBIAN SHIMA
# 2CDD        valid  #  COPTIC SMALL LETTER OLD NUBIAN SHIMA
2CDE          >2CDF  #  COPTIC CAPITAL LETTER OLD NUBIAN NGI
# 2CDF        valid  #  COPTIC SMALL LETTER OLD NUBIAN NGI
2CE0          >2CE1  #  COPTIC CAPITAL LETTER OLD NUBIAN NYI
# 2CE1        valid  #  COPTIC SMALL LETTER OLD NUBIAN NYI
2CE2          >2CE3  #  COPTIC CAPITAL LETTER OLD NUBIAN WAU
# 2CE3..2CEA  valid  #  COPTIC SMALL LETTER OLD NUBIAN WAU..COPTIC SYMBOL SHIMA SIMA
2CEB          >2CEC  #  COPTIC CAPITAL LETTER CRYPTOGRAMMIC SHEI
# 2CEC        valid  #  COPTIC SMALL LETTER CRYPTOGRAMMIC SHEI
2CED          >2CEE  #  COPTIC CAPITAL LETTER CRYPTOGRAMMIC GANGIA
# 2CEE..2CF1  valid  #  COPTIC SMALL LETTER CRYPTOGRAMMIC GANGIA..COPTIC COMBINING SPIRITUS LENIS
2CF2..2CF8    >FFFD  #  <reserved-2CF2>..<reserved-2CF8>
# 2CF9..2D25  valid  #  COPTIC OLD NUBIAN FULL STOP..GEORGIAN SMALL LETTER HOE
2D26..2D2F    >FFFD  #  <reserved-2D26>..<reserved-2D2F>
# 2D30..2D65  valid  #  TIFINAGH LETTER YA..TIFINAGH LETTER YAZZ
2D66..2D6E    >FFFD  #  <reserved-2D66>..<reserved-2D6E>
2D6F          >2D61  #  TIFINAGH MODIFIER LETTER LABIALIZATION MARK
2D70..2D7F    >FFFD  #  <reserved-2D70>..<reserved-2D7F>
# 2D80..2D96  valid  #  ETHIOPIC SYLLABLE LOA..ETHIOPIC SYLLABLE GGWE
2D97..2D9F    >FFFD  #  <reserved-2D97>..<reserved-2D9F>
# 2DA0..2DA6  valid  #  ETHIOPIC SYLLABLE SSA..ETHIOPIC SYLLABLE SSO
2DA7          >FFFD  #  <reserved-2DA7>
# 2DA8..2DAE  valid  #  ETHIOPIC SYLLABLE CCA..ETHIOPIC SYLLABLE CCO
2DAF          >FFFD  #  <reserved-2DAF>
# 2DB0..2DB6  valid  #  ETHIOPIC SYLLABLE ZZA..ETHIOPIC SYLLABLE ZZO
2DB7          >FFFD  #  <reserved-2DB7>
# 2DB8..2DBE  valid  #  ETHIOPIC SYLLABLE CCHA..ETHIOPIC SYLLABLE CCHO
2DBF          >FFFD  #  <reserved-2DBF>
# 2DC0..2DC6  valid  #  ETHIOPIC SYLLABLE QYA..ETHIOPIC SYLLABLE QYO
2DC7          >FFFD  #  <reserved-2DC7>
# 2DC8..2DCE  valid  #  ETHIOPIC SYLLABLE KYA..ETHIOPIC SYLLABLE KYO
2DCF          >FFFD  #  <reserved-2DCF>
# 2DD0..2DD6  valid  #  ETHIOPIC SYLLABLE XYA..ETHIOPIC SYLLABLE XYO
2DD7          >FFFD  #  <reserved-2DD7>
# 2DD8..2DDE  valid  #  ETHIOPIC SYLLABLE GYA..ETHIOPIC SYLLABLE GYO
2DDF          >FFFD  #  <reserved-2DDF>
# 2DE0..2E31  valid  #  COMBINING CYRILLIC LETTER BE..WORD SEPARATOR MIDDLE DOT
2E32..2E7F    >FFFD  #  <reserved-2E32>..<reserved-2E7F>
# 2E80..2E99  valid  #  CJK RADICAL REPEAT..CJK RADICAL RAP
2E9A          >FFFD  #  <reserved-2E9A>
# 2E9B..2E9E  valid  #  CJK RADICAL CHOKE..CJK RADICAL DEATH
2E9F          >6BCD  #  CJK RADICAL MOTHER
# 2EA0..2EF2  valid  #  CJK RADICAL CIVILIAN..CJK RADICAL J-SIMPLIFIED TURTLE
2EF3          >9F9F  #  CJK RADICAL C-SIMPLIFIED TURTLE
2EF4..2EFF    >FFFD  #  <reserved-2EF4>..<reserved-2EFF>
2F00          >4E00  #  KANGXI RADICAL ONE
2F01          >4E28  #  KANGXI RADICAL LINE
2F02          >4E36  #  KANGXI RADICAL DOT
2F03          >4E3F  #  KANGXI RADICAL SLASH
2F04          >4E59  #  KANGXI RADICAL SECOND
2F05          >4E85  #  KANGXI RADICAL HOOK
2F06          >4E8C  #  KANGXI RADICAL TWO
2F07          >4EA0  #  KANGXI RADICAL LID
2F08          >4EBA  #  KANGXI RADICAL MAN
2F09          >513F  #  KANGXI RADICAL LEGS
2F0A          >5165  #  KANGXI RADICAL ENTER
2F0B          >516B  #  KANGXI RADICAL EIGHT
2F0C          >5182  #  KANGXI RADICAL DOWN BOX
2F0D          >5196  #  KANGXI RADICAL COVER
2F0E          >51AB  #  KANGXI RADICAL ICE
2F0F          >51E0  #  KANGXI RADICAL TABLE
2F10          >51F5  #  KANGXI RADICAL OPEN BOX
2F11          >5200  #  KANGXI RADICAL KNIFE
2F12          >529B  #  KANGXI RADICAL POWER
2F13          >52F9  #  KANGXI RADICAL WRAP
2F14          >5315  #  KANGXI RADICAL SPOON
2F15          >531A  #  KANGXI RADICAL RIGHT OPEN BOX
2F16          >5338  #  KANGXI RADICAL HIDING ENCLOSURE
2F17          >5341  #  KANGXI RADICAL TEN
2F18          >535C  #  KANGXI RADICAL DIVINATION
2F19          >5369  #  KANGXI RADICAL SEAL
2F1A          >5382  #  KANGXI RADICAL CLIFF
2F1B          >53B6  #  KANGXI RADICAL PRIVATE
2F1C          >53C8  #  KANGXI RADICAL AGAIN
2F1D          >53E3  #  KANGXI RADICAL MOUTH
2F1E          >56D7  #  KANGXI RADICAL ENCLOSURE
2F1F          >571F  #  KANGXI RADICAL EARTH
2F20          >58EB  #  KANGXI RADICAL SCHOLAR
2F21          >5902  #  KANGXI RADICAL GO
2F22          >590A  #  KANGXI RADICAL GO SLOWLY
2F23          >5915  #  KANGXI RADICAL EVENING
2F24          >5927  #  KANGXI RADICAL BIG
2F25          >5973  #  KANGXI RADICAL WOMAN
2F26          >5B50  #  KANGXI RADICAL CHILD
2F27          >5B80  #  KANGXI RADICAL ROOF
2F28          >5BF8  #  KANGXI RADICAL INCH
2F29          >5C0F  #  KANGXI RADICAL SMALL
2F2A          >5C22  #  KANGXI RADICAL LAME
2F2B          >5C38  #  KANGXI RADICAL CORPSE
2F2C          >5C6E  #  KANGXI RADICAL SPROUT
2F2D          >5C71  #  KANGXI RADICAL MOUNTAIN
2F2E          >5DDB  #  KANGXI RADICAL RIVER
2F2F          >5DE5  #  KANGXI RADICAL WORK
2F30          >5DF1  #  KANGXI RADICAL ONESELF
2F31          >5DFE  #  KANGXI RADICAL TURBAN
2F32          >5E72  #  KANGXI RADICAL DRY
2F33          >5E7A  #  KANGXI RADICAL SHORT THREAD
2F34          >5E7F  #  KANGXI RADICAL DOTTED CLIFF
2F35          >5EF4  #  KANGXI RADICAL LONG STRIDE
2F36          >5EFE  #  KANGXI RADICAL TWO HANDS
2F37          >5F0B  #  KANGXI RADICAL SHOOT
2F38          >5F13  #  KANGXI RADICAL BOW
2F39          >5F50  #  KANGXI RADICAL SNOUT
2F3A          >5F61  #  KANGXI RADICAL BRISTLE
2F3B          >5F73  #  KANGXI RADICAL STEP
2F3C          >5FC3  #  KANGXI RADICAL HEART
2F3D          >6208  #  KANGXI RADICAL HALBERD
2F3E          >6236  #  KANGXI RADICAL DOOR
2F3F          >624B  #  KANGXI RADICAL HAND
2F40          >652F  #  KANGXI RADICAL BRANCH
2F41          >6534  #  KANGXI RADICAL RAP
2F42          >6587  #  KANGXI RADICAL SCRIPT
2F43          >6597  #  KANGXI RADICAL DIPPER
2F44          >65A4  #  KANGXI RADICAL AXE
2F45          >65B9  #  KANGXI RADICAL SQUARE
2F46          >65E0  #  KANGXI RADICAL NOT
2F47          >65E5  #  KANGXI RADICAL SUN
2F48          >66F0  #  KANGXI RADICAL SAY
2F49          >6708  #  KANGXI RADICAL MOON
2F4A          >6728  #  KANGXI RADICAL TREE
2F4B          >6B20  #  KANGXI RADICAL LACK
2F4C          >6B62  #  KANGXI RADICAL STOP
2F4D          >6B79  #  KANGXI RADICAL DEATH
2F4E          >6BB3  #  KANGXI RADICAL WEAPON
2F4F          >6BCB  #  KANGXI RADICAL DO NOT
2F50          >6BD4  #  KANGXI RADICAL COMPARE
2F51          >6BDB  #  KANGXI RADICAL FUR
2F52          >6C0F  #  KANGXI RADICAL CLAN
2F53          >6C14  #  KANGXI RADICAL STEAM
2F54          >6C34  #  KANGXI RADICAL WATER
2F55          >706B  #  KANGXI RADICAL FIRE
2F56          >722A  #  KANGXI RADICAL CLAW
2F57          >7236  #  KANGXI RADICAL FATHER
2F58          >723B  #  KANGXI RADICAL DOUBLE X
2F59          >723F  #  KANGXI RADICAL HALF TREE TRUNK
2F5A          >7247  #  KANGXI RADICAL SLICE
2F5B          >7259  #  KANGXI RADICAL FANG
2F5C          >725B  #  KANGXI RADICAL COW
2F5D          >72AC  #  KANGXI RADICAL DOG
2F5E          >7384  #  KANGXI RADICAL PROFOUND
2F5F          >7389  #  KANGXI RADICAL JADE
2F60          >74DC  #  KANGXI RADICAL MELON
2F61          >74E6  #  KANGXI RADICAL TILE
2F62          >7518  #  KANGXI RADICAL SWEET
2F63          >751F  #  KANGXI RADICAL LIFE
2F64          >7528  #  KANGXI RADICAL USE
2F65          >7530  #  KANGXI RADICAL FIELD
2F66          >758B  #  KANGXI RADICAL BOLT OF CLOTH
2F67          >7592  #  KANGXI RADICAL SICKNESS
2F68          >7676  #  KANGXI RADICAL DOTTED TENT
2F69          >767D  #  KANGXI RADICAL WHITE
2F6A          >76AE  #  KANGXI RADICAL SKIN
2F6B          >76BF  #  KANGXI RADICAL DISH
2F6C          >76EE  #  KANGXI RADICAL EYE
2F6D          >77DB  #  KANGXI RADICAL SPEAR
2F6E          >77E2  #  KANGXI RADICAL ARROW
2F6F          >77F3  #  KANGXI RADICAL STONE
2F70          >793A  #  KANGXI RADICAL SPIRIT
2F71          >79B8  #  KANGXI RADICAL TRACK
2F72          >79BE  #  KANGXI RADICAL GRAIN
2F73          >7A74  #  KANGXI RADICAL CAVE
2F74          >7ACB  #  KANGXI RADICAL STAND
2F75          >7AF9  #  KANGXI RADICAL BAMBOO
2F76          >7C73  #  KANGXI RADICAL RICE
2F77          >7CF8  #  KANGXI RADICAL SILK
2F78          >7F36  #  KANGXI RADICAL JAR
2F79          >7F51  #  KANGXI RADICAL NET
2F7A          >7F8A  #  KANGXI RADICAL SHEEP
2F7B          >7FBD  #  KANGXI RADICAL FEATHER
2F7C          >8001  #  KANGXI RADICAL OLD
2F7D          >800C  #  KANGXI RADICAL AND
2F7E          >8012  #  KANGXI RADICAL PLOW
2F7F          >8033  #  KANGXI RADICAL EAR
2F80          >807F  #  KANGXI RADICAL BRUSH
2F81          >8089  #  KANGXI RADICAL MEAT
2F82          >81E3  #  KANGXI RADICAL MINISTER
2F83          >81EA  #  KANGXI RADICAL SELF
2F84          >81F3  #  KANGXI RADICAL ARRIVE
2F85          >81FC  #  KANGXI RADICAL MORTAR
2F86          >820C  #  KANGXI RADICAL TONGUE
2F87          >821B  #  KANGXI RADICAL OPPOSE
2F88          >821F  #  KANGXI RADICAL BOAT
2F89          >826E  #  KANGXI RADICAL STOPPING
2F8A          >8272  #  KANGXI RADICAL COLOR
2F8B          >8278  #  KANGXI RADICAL GRASS
2F8C          >864D  #  KANGXI RADICAL TIGER
2F8D          >866B  #  KANGXI RADICAL INSECT
2F8E          >8840  #  KANGXI RADICAL BLOOD
2F8F          >884C  #  KANGXI RADICAL WALK ENCLOSURE
2F90          >8863  #  KANGXI RADICAL CLOTHES
2F91          >897E  #  KANGXI RADICAL WEST
2F92          >898B  #  KANGXI RADICAL SEE
2F93          >89D2  #  KANGXI RADICAL HORN
2F94          >8A00  #  KANGXI RADICAL SPEECH
2F95          >8C37  #  KANGXI RADICAL VALLEY
2F96          >8C46  #  KANGXI RADICAL BEAN
2F97          >8C55  #  KANGXI RADICAL PIG
2F98          >8C78  #  KANGXI RADICAL BADGER
2F99          >8C9D  #  KANGXI RADICAL SHELL
2F9A          >8D64  #  KANGXI RADICAL RED
2F9B          >8D70  #  KANGXI RADICAL RUN
2F9C          >8DB3  #  KANGXI RADICAL FOOT
2F9D          >8EAB  #  KANGXI RADICAL BODY
2F9E          >8ECA  #  KANGXI RADICAL CART
2F9F          >8F9B  #  KANGXI RADICAL BITTER
2FA0          >8FB0  #  KANGXI RADICAL MORNING
2FA1          >8FB5  #  KANGXI RADICAL WALK
2FA2          >9091  #  KANGXI RADICAL CITY
2FA3          >9149  #  KANGXI RADICAL WINE
2FA4          >91C6  #  KANGXI RADICAL DISTINGUISH
2FA5          >91CC  #  KANGXI RADICAL VILLAGE
2FA6          >91D1  #  KANGXI RADICAL GOLD
2FA7          >9577  #  KANGXI RADICAL LONG
2FA8          >9580  #  KANGXI RADICAL GATE
2FA9          >961C  #  KANGXI RADICAL MOUND
2FAA          >96B6  #  KANGXI RADICAL SLAVE
2FAB          >96B9  #  KANGXI RADICAL SHORT TAILED BIRD
2FAC          >96E8  #  KANGXI RADICAL RAIN
2FAD          >9751  #  KANGXI RADICAL BLUE
2FAE          >975E  #  KANGXI RADICAL WRONG
2FAF          >9762  #  KANGXI RADICAL FACE
2FB0          >9769  #  KANGXI RADICAL LEATHER
2FB1          >97CB  #  KANGXI RADICAL TANNED LEATHER
2FB2          >97ED  #  KANGXI RADICAL LEEK
2FB3          >97F3  #  KANGXI RADICAL SOUND
2FB4          >9801  #  KANGXI RADICAL LEAF
2FB5          >98A8  #  KANGXI RADICAL WIND
2FB6          >98DB  #  KANGXI RADICAL FLY
2FB7          >98DF  #  KANGXI RADICAL EAT
2FB8          >9996  #  KANGXI RADICAL HEAD
2FB9          >9999  #  KANGXI RADICAL FRAGRANT
2FBA          >99AC  #  KANGXI RADICAL HORSE
2FBB          >9AA8  #  KANGXI RADICAL BONE
2FBC          >9AD8  #  KANGXI RADICAL TALL
2FBD          >9ADF  #  KANGXI RADICAL HAIR
2FBE          >9B25  #  KANGXI RADICAL FIGHT
2FBF          >9B2F  #  KANGXI RADICAL SACRIFICIAL WINE
2FC0          >9B32  #  KANGXI RADICAL CAULDRON
2FC1          >9B3C  #  KANGXI RADICAL GHOST
2FC2          >9B5A  #  KANGXI RADICAL FISH
2FC3          >9CE5  #  KANGXI RADICAL BIRD
2FC4          >9E75  #  KANGXI RADICAL SALT
2FC5          >9E7F  #  KANGXI RADICAL DEER
2FC6          >9EA5  #  KANGXI RADICAL WHEAT
2FC7          >9EBB  #  KANGXI RADICAL HEMP
2FC8          >9EC3  #  KANGXI RADICAL YELLOW
2FC9          >9ECD  #  KANGXI RADICAL MILLET
2FCA          >9ED1  #  KANGXI RADICAL BLACK
2FCB          >9EF9  #  KANGXI RADICAL EMBROIDERY
2FCC          >9EFD  #  KANGXI RADICAL FROG
2FCD          >9F0E  #  KANGXI RADICAL TRIPOD
2FCE          >9F13  #  KANGXI RADICAL DRUM
2FCF          >9F20  #  KANGXI RADICAL RAT
2FD0          >9F3B  #  KANGXI RADICAL NOSE
2FD1          >9F4A  #  KANGXI RADICAL EVEN
2FD2          >9F52  #  KANGXI RADICAL TOOTH
2FD3          >9F8D  #  KANGXI RADICAL DRAGON
2FD4          >9F9C  #  KANGXI RADICAL TURTLE
2FD5          >9FA0  #  KANGXI RADICAL FLUTE
2FD6..2FEF    >FFFD  #  <reserved-2FD6>..<reserved-2FEF>
2FF0..2FFB    >FFFD  #  IDEOGRAPHIC DESCRIPTION CHARACTER LEFT TO RIGHT..IDEOGRAPHIC DESCRIPTION CHARACTER OVERLAID
2FFC..2FFF    >FFFD  #  <reserved-2FFC>..<reserved-2FFF>
3000          >FFFD  #  IDEOGRAPHIC SPACE
# 3001        valid  #  IDEOGRAPHIC COMMA
3002          >002E  #  IDEOGRAPHIC FULL STOP
# 3003..3035  valid  #  DITTO MARK..VERTICAL KANA REPEAT MARK LOWER HALF
3036          >3012  #  CIRCLED POSTAL MARK
# 3037        valid  #  IDEOGRAPHIC TELEGRAPH LINE FEED SEPARATOR SYMBOL
3038          >5341  #  HANGZHOU NUMERAL TEN
3039          >5344  #  HANGZHOU NUMERAL TWENTY
303A          >5345  #  HANGZHOU NUMERAL THIRTY
# 303B..303F  valid  #  VERTICAL IDEOGRAPHIC ITERATION MARK..IDEOGRAPHIC HALF FILL SPACE
3040          >FFFD  #  <reserved-3040>
# 3041..3096  valid  #  HIRAGANA LETTER SMALL A..HIRAGANA LETTER SMALL KE
3097..3098    >FFFD  #  <reserved-3097>..<reserved-3098>
# 3099..309A  valid  #  COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK..COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
309B..309C    >FFFD  #  KATAKANA-HIRAGANA VOICED SOUND MARK..KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
# 309D..309E  valid  #  HIRAGANA ITERATION MARK..HIRAGANA VOICED ITERATION MARK
309F          >3088 308A  #  HIRAGANA DIGRAPH YORI
# 30A0..30FE  valid  #  KATAKANA-HIRAGANA DOUBLE HYPHEN..KATAKANA VOICED ITERATION MARK
30FF          >30B3 30C8  #  KATAKANA DIGRAPH KOTO
3100..3104    >FFFD  #  <reserved-3100>..<reserved-3104>
# 3105..312D  valid  #  BOPOMOFO LETTER B..BOPOMOFO LETTER IH
312E..3130    >FFFD  #  <reserved-312E>..<reserved-3130>
3131          >1100  #  HANGUL LETTER KIYEOK
3132          >1101  #  HANGUL LETTER SSANGKIYEOK
3133          >11AA  #  HANGUL LETTER KIYEOK-SIOS
3134          >1102  #  HANGUL LETTER NIEUN
3135          >11AC  #  HANGUL LETTER NIEUN-CIEUC
3136          >11AD  #  HANGUL LETTER NIEUN-HIEUH
3137          >1103  #  HANGUL LETTER TIKEUT
3138          >1104  #  HANGUL LETTER SSANGTIKEUT
3139          >1105  #  HANGUL LETTER RIEUL
313A          >11B0  #  HANGUL LETTER RIEUL-KIYEOK
313B          >11B1  #  HANGUL LETTER RIEUL-MIEUM
313C          >11B2  #  HANGUL LETTER RIEUL-PIEUP
313D          >11B3  #  HANGUL LETTER RIEUL-SIOS
313E          >11B4  #  HANGUL LETTER RIEUL-THIEUTH
313F          >11B5  #  HANGUL LETTER RIEUL-PHIEUPH
3140          >111A  #  HANGUL LETTER RIEUL-HIEUH
3141          >1106  #  HANGUL LETTER MIEUM
3142          >1107  #  HANGUL LETTER PIEUP
3143          >1108  #  HANGUL LETTER SSANGPIEUP
3144          >1121  #  HANGUL LETTER PIEUP-SIOS
3145          >1109  #  HANGUL LETTER SIOS
3146          >110A  #  HANGUL LETTER SSANGSIOS
3147          >110B  #  HANGUL LETTER IEUNG
3148          >110C  #  HANGUL LETTER CIEUC
3149          >110D  #  HANGUL LETTER SSANGCIEUC
314A          >110E  #  HANGUL LETTER CHIEUCH
314B          >110F  #  HANGUL LETTER KHIEUKH
314C          >1110  #  HANGUL LETTER THIEUTH
314D          >1111  #  HANGUL LETTER PHIEUPH
314E          >1112  #  HANGUL LETTER HIEUH
314F          >1161  #  HANGUL LETTER A
3150          >1162  #  HANGUL LETTER AE
3151          >1163  #  HANGUL LETTER YA
3152          >1164  #  HANGUL LETTER YAE
3153          >1165  #  HANGUL LETTER EO
3154          >1166  #  HANGUL LETTER E
3155          >1167  #  HANGUL LETTER YEO
3156          >1168  #  HANGUL LETTER YE
3157          >1169  #  HANGUL LETTER O
3158          >116A  #  HANGUL LETTER WA
3159          >116B  #  HANGUL LETTER WAE
315A          >116C  #  HANGUL LETTER OE
315B          >116D  #  HANGUL LETTER YO
315C          >116E  #  HANGUL LETTER U
315D          >116F  #  HANGUL LETTER WEO
315E          >1170  #  HANGUL LETTER WE
315F          >1171  #  HANGUL LETTER WI
3160          >1172  #  HANGUL LETTER YU
3161          >1173  #  HANGUL LETTER EU
3162          >1174  #  HANGUL LETTER YI
3163          >1175  #  HANGUL LETTER I
3164          >FFFD  #  HANGUL FILLER
3165          >1114  #  HANGUL LETTER SSANGNIEUN
3166          >1115  #  HANGUL LETTER NIEUN-TIKEUT
3167          >11C7  #  HANGUL LETTER NIEUN-SIOS
3168          >11C8  #  HANGUL LETTER NIEUN-PANSIOS
3169          >11CC  #  HANGUL LETTER RIEUL-KIYEOK-SIOS
316A          >11CE  #  HANGUL LETTER RIEUL-TIKEUT
316B          >11D3  #  HANGUL LETTER RIEUL-PIEUP-SIOS
316C          >11D7  #  HANGUL LETTER RIEUL-PANSIOS
316D          >11D9  #  HANGUL LETTER RIEUL-YEORINHIEUH
316E          >111C  #  HANGUL LETTER MIEUM-PIEUP
316F          >11DD  #  HANGUL LETTER MIEUM-SIOS
3170          >11DF  #  HANGUL LETTER MIEUM-PANSIOS
3171          >111D  #  HANGUL LETTER KAPYEOUNMIEUM
3172          >111E  #  HANGUL LETTER PIEUP-KIYEOK
3173          >1120  #  HANGUL LETTER PIEUP-TIKEUT
3174          >1122  #  HANGUL LETTER PIEUP-SIOS-KIYEOK
3175          >1123  #  HANGUL LETTER PIEUP-SIOS-TIKEUT
3176          >1127  #  HANGUL LETTER PIEUP-CIEUC
3177          >1129  #  HANGUL LETTER PIEUP-THIEUTH
3178          >112B  #  HANGUL LETTER KAPYEOUNPIEUP
3179          >112C  #  HANGUL LETTER KAPYEOUNSSANGPIEUP
317A          >112D  #  HANGUL LETTER SIOS-KIYEOK
317B          >112E  #  HANGUL LETTER SIOS-NIEUN
317C          >112F  #  HANGUL LETTER SIOS-TIKEUT
317D          >1132  #  HANGUL LETTER SIOS-PIEUP
317E          >1136  #  HANGUL LETTER SIOS-CIEUC
317F          >1140  #  HANGUL LETTER PANSIOS
3180          >1147  #  HANGUL LETTER SSANGIEUNG
3181          >114C  #  HANGUL LETTER YESIEUNG
3182          >11F1  #  HANGUL LETTER YESIEUNG-SIOS
3183          >11F2  #  HANGUL LETTER YESIEUNG-PANSIOS
3184          >1157  #  HANGUL LETTER KAPYEOUNPHIEUPH
3185          >1158  #  HANGUL LETTER SSANGHIEUH
3186          >1159  #  HANGUL LETTER YEORINHIEUH
3187          >1184  #  HANGUL LETTER YO-YA
3188          >1185  #  HANGUL LETTER YO-YAE
3189          >1188  #  HANGUL LETTER YO-I
318A          >1191  #  HANGUL LETTER YU-YEO
318B          >1192  #  HANGUL LETTER YU-YE
318C          >1194  #  HANGUL LETTER YU-I
318D          >119E  #  HANGUL LETTER ARAEA
318E          >11A1  #  HANGUL LETTER ARAEAE
318F          >FFFD  #  <reserved-318F>
# 3190..3191  valid  #  IDEOGRAPHIC ANNOTATION LINKING MARK..IDEOGRAPHIC ANNOTATION REVERSE MARK
3192          >4E00  #  IDEOGRAPHIC ANNOTATION ONE MARK
3193          >4E8C  #  IDEOGRAPHIC ANNOTATION TWO MARK
